,QUESTION,ENG,TYPE ENTITE,ROLE SEMANTIQUE,COMMENTAIRES
6007,En quelle année est sortie Blanche Neige ?,When,Time,,
10556,Quand voit-on les dernières sœurs entrées au sein du personnel de l'hôpital ?,When,Time,,
17675,Qui a des pratiques libertines?,Who,Human,,
6860,Où est la léproserie de Sélestat ?,Where,Location,,
1576,Combien de Grand Prix ont été disputés dans la saison avant celui du Pacifique ?,How_Many,Measure,,
490,A quelle date les hommes du général Maison ont-ils rejoint le général Schneider ?,When,Time,,
18895,Qui est le seul violoncelliste se trouvant à bord du Titanic ?,Who,Human,,
10122,Quand inaugure-t-on le pont des Amériques?,When,Time,,
1619,Combien de buts Benedict concède-t-il en moyenne par match ?,How_Many,Measure,,
2359,Combien mesure la rigole principale ?,How_Many,Measure,,
7142,Où partent les britanniques partant de Nauru?,Where,Location,,
689,A qui Yohannes fait-il appel pour repousser les Mahdistes en septembre 1888 ?,Who,Human,,
19489,Qui s'affrontent lors d'un tour préliminaire avant d'affronter le premier de la division ?,Who,Human,,
10446,Quand meurt l'écrivain Leigh Hunt ?,When,Time,,
4602,De quand date l'adaptation de W.S.Gilbert ?,When,Time,,
10467,Quand ont été signés les accords Paulet-Newcombe?,When,Time,,
1412,Combien d'arrêts Coulthard décide-t-il de faire finalement pendant la course ?,How_Many,Measure,,
19634,Qui sont les deux jeunes femmes du roman ?,Who,Human,,
1225,Avec qui Jean-Christophe partage-t-il une certaine ressemblance?,Who,Human,,
5176,De qui Krook est-il une parodie burlesque ?,Who,Human,,
5900,En quelle année a été déposé le brevet?,When,Time,,
6696,Où Elizabeth et Bingley se croisent-ils?,Where,Location,,
1657,Combien de cavaliers disposait la New Model Army ?,How_Many,Measure,,
18920,Qui est mort par balle en 1878?,Who,Human,,
19392,Qui quitte le Celtic en septembre à la suite du recrutement de O'Neill ?,Who,Human,,
2257,Combien de travailleurs le dépôt accueille-t-il ?,How_Many,Measure,,
10299,Quand le capitaine Söfring Hansson organisa-t-il une démonstration pour prouver la stabilité du navire ?,When,Time,,
10245,Quand la remontée de la coque débuta-t-elle ?,When,Time,,
18125,Qui annonce un nombre de victimes à 4 000 000 ?,Who,Human,,
6868,Où est le point de départ de cet itnéraire ?,Where,Location,,
5027,De quelle origine est Miss Reinhard ?,Where,Location,,
17969,Qui a écrit Children's Literature ?,Who,Human,,
146,A partir de quelle année Christophe Colomb colonise-t-il l'Amerique?,When,Time,,
17985,Qui a écrit Le Seigneur des anneaux ?,Who,Human,,
2232,Combien de textes ont identifié les spécialistes ?,How_Many,Measure,,
18936,Qui est poursuivi par des chiens?,Who,Human,,
5851,En quelle année Zamora a-il remporté pour la dernière fois le nouveau Championnat d'Espagne avec le Real Madrid ?,When,Time,,
19640,Qui sont les deux responsables de la remontée des Ecossais ?,Who,Human,,
6808,Où démarre la voie reliant le pic Nordecke ?,Where,Location,,
19342,Qui possède de nombreux terrains ?,Who,Human,,
1287,Avec qui s'allie Hubert de Garde de Vins ?,Who,Human,,
18145,Qui assassine Déagol ?,Who,Human,,
5921,En quelle année a-t-on abandonné le prolongement à Bastille ?,When,Time,,
9778,Quand a été créé la Communauté de communes Loches Sud Touraine ?,When,Time,,
10126,Quand l'Automobile Club de France a-t-il été créé?,When,Time,,
18953,Qui est responsable d'une des premières apparition de l'idée de Great Expectations?,Who,Human,,
17736,Qui a fait construire la forteresse médiévale ?,Who,Human,,
10441,Quand massacre-t-il sa population ?,When,Time,,
19641,Qui sont les deuxièmes plus gros producteurs de voiture après la France?,Who,Human,,
7336,Où se trouve le clocher de l'église ?,Where,Location,,
492,A quelle date se finit la république batave ?,When,Time,,
1554,Combien d'équipes sont sponsorisées par Carling ?,How_Many,Measure,,
17777,Qui a imaginé le pavillon de la Nouvelle-Zélande?,Who,Human,,
7056,Où le général Maison voulait-il loger ses soldats ?,Where,Location,,
6909,Où est située la partie ancienne du village ?,Where,Location,,
5770,En quelle année Churchill devient-il secrétaire d'état aux colonies ?,When,Time,,
6031,En quelle année fut construit le parc d'attraction sur le thème Disney ?,When,Time,,
137,A partir de quand les préparations de voitures sont-elles utilisées sur route ouvertes?,When,Time,,
691,A qui a-t-on volé des affaires?,Who,Human,,
1749,Combien de fois Coppi a-t-il gagné le tour de France?,How_Many,Measure,,
18764,Qui est le frère de Scottas ?,Who,Human,,
17942,Qui a supervisé la nouvelle adaptation du film?,Who,Human,,
1931,Combien de passes décisives Conacher effectue-t-il au cours de la saison ?,How_Many,Measure,,
6103,En quelle année la poste de Saint-Marin a-t-elle émis un timbre en sa mémoire?,When,Time,,
19429,Qui remplace Pervez Musharraf en tant que chef de l'armée pakistanaise?,Who,Human,,
19564,Qui se fiance avec Olga ?,Who,Human,,
7455,Où était la statue grandeur nature du guerrier romain ?,Where,Location,,
4537,De combien de batailles parlent Merlin et Taliesin ?,How_Many,Measure,,
17921,"Qui a réalisé le téléfilm Great Expectations, The Untold Story ?",Who,Human,,
2034,Combien de points le LOSC possède lors de son record de la saison 2009-2010 ?,How_Many,Measure,,
2381,Combien y a t-il de Lillois dans l'équipe de l'année ?,How_Many,Measure,,
17704,Qui a découvert l'existence d'un telle atmosphère  ?,Who,Human,,
18515,Qui est décrit comme coquet?,Who,Human,,
18265,Qui de Sarek ou Padjelanta possède le paysage le plus alpin ?,Who,Human,,
7011,Où l'histoire de la fondation du Grand Boudhha du Todai-ji est elle racontée ?,Where,Location,,
19594,Qui son père a-t-il chargé de la surveiller?,Who,Human,,
18516,Qui est décrit comme fortement enclin au désir amoureux?,Who,Human,,
1947,Combien de persans noirs étaient présentés dans les expositions au XIXe siècle ?,How_Many,Measure,,
7109,Où les reliques de saint Martin avait-elles été mises à l'abris des normands ?,Where,Location,,
5955,En quelle année commence la construction du camp?,When,Time,,
18384,Qui démissionne le 10 Mai 1940 ?,Who,Human,,
5787,En quelle année Emmanuel Bertrand-Bocandé prend-il la direction du comptoir de Carabane?,When,Time,,
17966,Qui a écrit Aventures de David Simple?,Who,Human,,
1781,Combien de gaz par tonne de fonte est produit par un haut fourneau moderne ?,How_Many,Measure,,
17783,Qui a inspiré la sculpture naturaliste des sculpteurs du temple ?,Who,Human,,
6831,Où est créé un Comité des chefs d'état-major combiné ?,Where,Location,,
10443,Quand meurt Catherine de Sienne ?,When,Time,,
7071,Où le sulfure de fer est-il créé ?,Where,Location,,
18771,Qui est le gardien de but remplaçant de Zamora ?,Who,Human,,
176,A partir de qui Lawrence Boythorn a été inspiré à Dickens ?,Who,Human,,
9727,Quand a eu lieu le Second Annual Children's Festival ?,When,Time,,
18205,Qui composent le couple royal ?,Who,Human,,
17825,Qui a mené le groupe de Lille ?,Who,Human,,
18867,Qui est le père de Jean V de Bueil ?,Who,Human,,
18829,Qui est le premier détenteur de l'usine à coton de Carabane?,Who,Human,,
1253,Avec qui complote Charles de Navarre en 1378 ?,Who,Human,,
9597,Quand Morphology of the Folk Tale a-t-il été publié ?,When,Time,,
9845,Quand avait ils l'habitudes de faire monter des strip-teaseuses sur scène ?,When,Time,,
304,A quel mois ce phénomène de vents n'a pas lieu ?,0,Time,,
559,A quelle occasion a eu lieu la bataille de Thapsus ?,0,Event,,
2022,Combien de points Northcott marque-t-il lors de cette saison avec les Maroons ?,How_Many,Measure,,
18110,Qui aide Publius Cornelius Scipio lors de son expédition en Afrique ?,Who,Human,,
2179,Combien de temps dure la visite de Georges 1er au tsar Alexandre II ?,How_Many,Measure,,
18335,Qui domainait le football écossais de 1890 à 2018 ?,Who,Human,,
17600,Qui Yohannes épouse-t-il durant sa retraite ?,Who,Human,,
302,A quel ministère Churchill est-il nommé en 1909 ?,0,Organization,,
4648,De quand date le traité partageant l'Amerique et l'Oceanie entre l'Espagne et le Portgual?,When,Time,,
717,A qui est destiné le message de l'Apprenti Sorcier ?,Who,Human,,
1648,Combien de cartes Pass Pass différentes existe-t-il ?,How_Many,Measure,,
19770,Qui vient donner l'avantage à Henri lors de son combat face à Pierre le Cruel ?,Who,Human,,
2185,Combien de temps dure le siège de Tolède ?,How_Many,Measure,,
10085,Quand est-ce que les deux cratères du mont saint helens se rejoignent ?,When,Time,,
12,A cause de qui l'écurie de Sassetti ne peut-elle pas profiter des fonds de Bertaggia ?,who,Human,,
6811,Où en Béarn est notamment produit du fromage ?,Where,Location,,
10468,Quand ont été votées les résolutions de San Remo?,When,Time,,
32,A combien de livres électroniques les bibliothèques donnent elles accès ?,How_Many,Measure,,
7437,Où vit le betto ?,Where,Location,,
9451,Quand Anne Teresa De Keersmaeker est elle revenue à Bruxelles ?,When,Time,,
5906,En quelle année a été le château de Navarre construit ?,When,Time,,
10423,Quand les travaux de la maison médicale furent-ils arrêtés momentanément ?,When,Time,,
18652,Qui est la femme que Maurice désirait épouser?,Who,Human,,
18268,Qui de Yohannes ou de Tewodros est le moins conciliant ?,Who,Human,,
19513,Qui s'occupe de l'engraissement des bêtes ?,Who,Human,,
6841,Où est enfermée Mme Jumbo ?,Where,Location,,
19580,Qui se situe du côté opposé de Compeyson?,Who,Human,,
802,A quoi Philippe Walter apparente-t-il l'oeuvre ?,What,Thing,,
5940,En quelle année a-t-on trouvé trace d'un haut fourneau similaire?,When,Time,,
365,A quel premier obstacle doit faire face leur amitié ?,0,Thing,,
5815,En quelle année Munro a-t-il participé aux JO ?,When,Time,,
34,A combien de matchs a-t-il participé au total ?,How_Many,Measure,,
18832,Qui est le premier peintre à peindre Catherine ?,Who,Human,,
17814,Qui a listé les parties des séquences animées ?,Who,Human,,
5508,Depuis quand le Marymount College était il en proie à des difficultés financières ?,When,Time,,
2301,Combien de voitures ont été équipées de moteurs gazogènes pendant l'occupation?,How_Many,Measure,,
18631,Qui est l'éditeur de Fielding?,Who,Human,,
10349,Quand le raido a-t-il été ajouté ?,When,Time,,
7566,Par qui est interprétée Mary ?,Who,Human,,
18678,Qui est la star du livre?,Who,Human,,
2043,Combien de points séparent Stewart du premier meneur de la saison ?,How_Many,Measure,,
9728,Quand a eu lieu le bombardement de Dresde ?,When,Time,,
264,A quel camp de la première guerre mondiale les australiens sont-ils liés?,0,Organization,,
9760,Quand a lieu le tout premier match au Forum de Montréal ?,When,Time,,
2418,Combien y avait-il de lits au Sanitat en 1818 ?,How_Many,Measure,,
6854,Où est il élu en 1900 ?,Where,Location,,
19575,Qui se rend compte qu'il n'y aucun espoir de changement ?,Who,Human,,
6961,Où est-ce que les rats du genre Dyplomys s'abritent-ils ?,Where,Location,,
17729,Qui a eu l'initiative de la carrosserie monocoque?,Who,Human,,
1087,Au travers de la bouche de quel personnage le côté vulgaire de Fielding transparait-il?,Who,Human,,
17789,Qui a inventé le concept d'objectivation comme autodéfense ?,Who,Human,,
19005,"Qui est à l'origine de l'ABS,",Who,Human,,
7417,Où travaille William King ?,Where,Location,,
7066,Où le roi Gustave Adolphe était il lors de l'inauguration ?,Where,Location,,
1291,Avec qui se joint t'il quand il est ministre du commerce ?,Who,Human,,
2373,Combien sont les marcheurs ?,How_Many,Measure,,
1236,Avec qui Merlin fait-il retraite ?,Who,Human,,
19784,Qui vole à grande échelle ?,Who,Human,,
1200,Avec qui Attila veut-il s'allier ?,Who,Human,,
19395,Qui rachète le tableau à la famille Borghese ?,Who,Human,,
7234,Où se réveille Chell ?,Where,Location,,
663,A qui Elizabeth est-elle heureuse de montrer qu'elle a des personnes de confiance qui l'entourent ?,Who,Human,,
18928,Qui est orphelin de père et de mère ?,Who,Human,,
10473,Quand parvient cette réponse ?,When,Time,,
6012,En quelle année est écrit le miroir de Merlin ?,When,Time,,
17579,Qui Miss Matthews est-elle soupçonnée d'avoir tué?,Who,Human,,
2325,Combien détiennent les supporters dans le capital en pourcentage?,How_Many,Measure,,
1290,Avec qui se Néandertal se rapproche le plus ?,Who,Human,,
5800,En quelle année Jean IV de Bueil lance-t-il  la reconstruction du château ?,When,Time,,
140,A partir de quel matériau sont confectionnés les bateaux étrusques ?,0,Material,,
9988,Quand est-ce Némirovsky achève le roman final ?,When,Time,,
18733,Qui est le dessinateur de la seconde publication de l'histoire du film de La Belle et le Clochard ?,Who,Human,,
4541,De combien de chevaux La Nouvelle dispose-t-elle?,How_Many,Measure,,
19746,Qui tue Suibhne ?,Who,Human,,
6392,Grâce à quel arbre les Nauruans construisent-ils leur maison?,0,Plant,,
479,A quelle date la convention pour les 15 prolongements en banlieue des lignes de métro a-t-elle été signée ?,When,Time,,
2339,Combien font 4 miles en kilomètres ?,How_Many,Measure,,
10301,Quand le casino de la forêt fût-il détruit en majeur partie ?,When,Time,,
19283,Qui parvient à prendre le pouvoir ?,Who,Human,,
18297,Qui diffuse les matchs du dimanche soir ?,Who,Human,,
6023,En quelle année est-il parti en Angleterre?,When,Time,,
4659,De quand datent les fossiles du Caucase ?,When,Time,,
1767,Combien de fois l'équipe de Sochaux a-t-elle tiré sur les poteaux ?,How_Many,Measure,,
18797,Qui est le ministre de l'Intérieur?,Who,Human,,
6108,En quelle année la private limited liability company a été fondée ?,When,Time,,
2389,Combien y a t-il de symptômes de burnout d'après Schaufeli et Enzmann ?,How_Many,Measure,,
9461,Quand Attlee devient-il vice-Premier ministre ?,When,Time,,
1945,Combien de peine de mort ont été recensées pour ces répressions ?,How_Many,Measure,,
2153,Combien de temps après la mère de Maurice est-elle morte?,How_Many,Measure,,
6845,Où est entreposé le Kannon à onze têtes ?,Where,Location,,
6085,En quelle année la communauté juive peut exercer plus de professions différentes ?,When,Time,,
19627,Qui sont les demoiselles Betram ?,Who,Human,,
10413,Quand les premiers hommes sont-ils entrés en Europe ?,When,Time,,
19765,Qui verse au LOSC de l'argent vis-à-vis de sa performance en Ligue Europa ?,Who,Human,,
10134,Quand l'aggloméré et le coke sont-ils criblés ?,When,Time,,
17590,Qui Roland appelle-t-il au secours ?,Who,Human,,
7400,Où sont réalisés les essais ?,Where,Location,,
7286,Où se situe le secteur 4 dans l'hôpital Saint-Jacques ?,Where,Location,,
18239,Qui converse avec Wild?,Who,Human,,
6987,Où habite Johann Carl Fuhlrott ?,Where,Location,,
6799,Où des véhicules en libre service voient-ils le jour?,Where,Location,,
17880,Qui a publié les Dictionnaire colonial allemand?,Who,Human,,
379,A quel style se rattachent beaucoup de sculptures ?,0,Abstract,,
1956,Combien de personnes composent la British Phosphate Commission?,How_Many,Measure,,
1005,Après combien de temps a t-elle du déménager ?,How_Many,Measure,,
18475,Qui est allé à la recherche de Lydia ?,Who,Human,,
19843,Qui était Zamora pour le militaire anarchiste ?,Who,Human,,
2376,Combien y a eu d'anciens joueurs et entraîneurs au Celtic Club en 2018 ?,How_Many,Measure,,
7317,Où se trouve cet itinéraire ?,Where,Location,,
17987,Qui a écrit Les Diaboliques ?,Who,Human,,
17840,Qui a parcouru les provinces en diligence ?,Who,Human,,
7441,Où vivent les gardes SS?,Where,Location,,
1488,Combien d'hommes sont envoyés par l'Egypte en septembre 1875 ?,How_Many,Measure,,
72,"A l'origine, combien de salles devaient diffusées la première du film?",How_Many,Measure,,
